age,gender,profile,store_type,period,special_event,day_of_week,hour,is_weekend,is_sales,is_holiday,total_items,nb_categories,has_shopping_list,items_alimentaire,items_vetements,items_electronique,items_maison,items_beaute,items_sport,items_librairie,shopping_time_min
38,femme,flaneur,supermarche,weekend,rentree,6,15,1,0,1,26,5,0,12,5,3,5,0,1,0,109.27081251558444
21,femme,normal,centre_commercial,semaine,aucun,2,20,0,0,0,27,7,0,12,3,1,5,1,4,1,97.38191286701304
18,homme,normal,supermarche,semaine,soldes_hiver,3,10,0,1,0,29,7,1,14,3,1,5,2,3,1,73.7401761893921
43,femme,rapide,centre_commercial,semaine,aucun,2,14,0,0,0,13,4,1,7,4,0,1,0,1,0,42.249907300389665
68,homme,normal,boutique,weekend,aucun,6,17,1,0,0,13,5,1,7,3,0,1,1,0,1,45.12785310236888
19,homme,methodique,hypermarche,weekend,aucun,6,12,1,0,0,27,7,0,9,5,4,2,1,1,5,95.00275506997843
26,homme,flaneur,supermarche,weekend,aucun,6,18,1,0,0,23,7,0,8,4,2,1,4,2,2,106.99330009781065
62,femme,normal,supermarche,semaine,aucun,1,10,0,0,0,20,6,0,8,5,1,3,2,0,1,66.30836569378029
35,homme,normal,hypermarche,weekend,aucun,5,11,1,0,0,23,5,1,12,4,3,0,0,1,3,79.66055236426087
65,femme,normal,hypermarche,semaine,soldes_ete,1,15,0,1,0,25,7,1,11,5,2,1,2,2,2,77.99783295494488
65,homme,methodique,hypermarche,weekend,black_friday,5,12,1,1,0,19,7,1,6,2,1,3,3,3,1,95.43144838439397
59,femme,flaneur,hypermarche,semaine,aucun,4,15,0,0,0,17,5,1,11,3,1,1,0,1,0,85.67191891731207
58,femme,normal,supermarche,semaine,fin_annee,1,13,0,0,1,15,6,0,8,2,0,1,1,2,1,71.21106947415605
28,homme,normal,centre_commercial,semaine,noel,2,16,0,0,1,21,7,1,11,2,2,1,3,1,1,92.30370454407155
42,femme,normal,supermarche,weekend,aucun,5,16,1,0,0,12,6,1,3,1,3,3,1,1,0,38.336965093330534
43,femme,normal,hypermarche,semaine,soldes_hiver,1,13,0,1,0,16,6,1,6,2,3,1,3,1,0,79.8774419805645
53,homme,rapide,centre_commercial,semaine,aucun,3,15,0,0,0,22,7,0,10,5,2,2,1,1,1,82.70846903918384
59,homme,normal,supermarche,weekend,rentree,6,19,1,0,1,27,7,0,15,2,2,2,3,2,1,103.60894715626746
52,homme,methodique,centre_commercial,weekend,soldes_ete,5,14,1,1,0,22,6,1,13,3,3,1,1,1,0,110.31511526436566
55,homme,normal,centre_commercial,weekend,fin_annee,5,16,1,0,1,17,7,0,7,3,1,2,2,1,1,106.03645221097085
20,homme,rapide,hypermarche,semaine,soldes_hiver,1,17,0,1,0,17,5,1,9,2,1,2,3,0,0,80.45266565444287
58,femme,flaneur,supermarche,semaine,rentree,4,13,0,0,1,31,7,1,13,4,1,3,4,2,4,85.46556399529902
52,femme,normal,supermarche,semaine,paques,1,15,0,0,1,18,4,1,12,0,1,3,2,0,0,45.86156091524525
67,femme,normal,supermarche,semaine,aucun,2,9,0,0,0,15,6,1,4,1,0,6,1,1,2,61.17617333612881
57,homme,normal,supermarche,semaine,aucun,2,19,0,0,0,20,7,0,6,3,2,2,3,2,2,67.28793995520648
39,homme,normal,boutique,weekend,aucun,5,16,1,0,0,19,7,0,7,4,1,2,1,2,2,64.25785649485334
25,femme,normal,hypermarche,weekend,aucun,5,11,1,0,0,26,7,0,9,4,2,3,3,1,4,71.82197476201446
32,femme,normal,supermarche,semaine,aucun,1,9,0,0,0,17,6,1,10,3,1,1,1,1,0,35.02768824346153
62,homme,flaneur,boutique,semaine,rentree,2,14,0,0,1,26,6,1,18,2,2,2,1,1,0,75.2582330149397
24,femme,normal,centre_commercial,semaine,aucun,2,16,0,0,0,14,4,0,9,2,2,0,1,0,0,48.07829411431045
36,homme,flaneur,supermarche,semaine,fin_annee,4,19,0,0,1,19,6,0,9,3,0,1,1,4,1,90.91622341396892
57,homme,rapide,supermarche,semaine,paques,3,11,0,0,1,23,4,1,17,3,1,0,2,0,0,53.273930802370614
59,homme,flaneur,supermarche,semaine,soldes_ete,4,9,0,1,0,21,6,1,8,8,0,2,1,1,1,94.36190217552281
34,femme,normal,boutique,semaine,black_friday,0,11,0,1,0,29,6,1,16,3,4,2,3,0,1,77.79588638469802
18,homme,normal,hypermarche,weekend,aucun,6,13,1,0,0,22,4,1,15,3,0,1,3,0,0,71.30953727203077
62,homme,normal,centre_commercial,semaine,rentree,4,19,0,0,1,18,5,1,6,5,1,5,0,1,0,87.10862908367392
46,homme,normal,supermarche,semaine,aucun,1,16,0,0,0,19,5,1,12,1,0,0,2,3,1,35.13737037435131
30,homme,rapide,centre_commercial,semaine,aucun,3,17,0,0,0,15,4,0,7,5,0,0,2,0,1,51.02883637916106
65,homme,flaneur,supermarche,semaine,aucun,1,20,0,0,0,16,5,0,10,0,2,2,1,1,0,62.5015840945903
46,homme,rapide,boutique,weekend,aucun,6,17,1,0,0,23,4,1,14,4,0,3,2,0,0,42.774403976643335
58,femme,rapide,boutique,semaine,soldes_ete,0,12,0,1,0,22,5,1,18,1,0,0,1,1,1,33.898364587093624
59,homme,normal,supermarche,semaine,aucun,3,16,0,0,0,23,7,0,8,3,1,4,2,3,2,59.586067947665086
23,homme,flaneur,centre_commercial,weekend,aucun,5,19,1,0,0,17,4,1,9,1,0,0,5,0,2,82.91108991121665
22,femme,rapide,centre_commercial,semaine,black_friday,2,13,0,1,0,23,7,1,10,2,1,3,4,2,1,72.19797196419833
51,homme,methodique,boutique,semaine,soldes_ete,4,11,0,1,0,17,5,1,11,0,1,2,2,1,0,52.831681184514146
28,homme,methodique,supermarche,semaine,aucun,1,13,0,0,0,19,5,1,10,3,1,0,2,0,3,52.79419711853599
26,homme,normal,hypermarche,semaine,soldes_hiver,0,10,0,1,0,21,6,0,11,0,1,2,4,1,2,80.78908517972863
55,femme,normal,centre_commercial,semaine,noel,2,19,0,0,1,15,6,1,5,3,1,2,2,2,0,82.4088835163871
57,femme,flaneur,centre_commercial,semaine,fin_annee,4,19,0,0,1,25,6,1,15,1,0,3,4,1,1,112.33529661357414
58,homme,normal,supermarche,semaine,aucun,2,19,0,0,0,24,7,1,15,2,1,1,1,3,1,49.5958164479088
26,homme,normal,centre_commercial,semaine,aucun,4,14,0,0,0,30,7,1,13,2,4,2,6,1,2,81.37715339437491
25,femme,methodique,supermarche,weekend,aucun,5,9,1,0,0,15,4,1,8,0,0,4,2,0,1,41.651387653926946
61,homme,methodique,centre_commercial,semaine,aucun,3,14,0,0,0,18,4,0,7,6,0,0,3,0,2,79.94351498584683
57,homme,methodique,supermarche,semaine,rentree,2,13,0,0,1,23,6,1,14,3,1,1,3,1,0,66.53856705893605
20,homme,normal,supermarche,semaine,aucun,2,17,0,0,0,27,6,1,17,1,2,3,3,1,0,73.71225159368853
30,homme,normal,hypermarche,semaine,fin_annee,2,15,0,0,1,20,5,0,10,6,1,1,2,0,0,67.39831022398508
36,femme,normal,hypermarche,semaine,aucun,3,14,0,0,0,19,5,1,9,3,0,2,3,2,0,58.0010394476853
51,femme,normal,hypermarche,semaine,fin_annee,0,19,0,0,1,15,4,1,9,3,2,1,0,0,0,67.69540628939684
49,femme,normal,hypermarche,semaine,aucun,4,20,0,0,0,26,7,1,11,4,3,3,1,1,3,75.80872949396267
66,homme,normal,supermarche,weekend,rentree,5,15,1,0,1,20,6,1,10,5,0,1,1,2,1,74.00815052466714
33,femme,normal,supermarche,semaine,black_friday,2,18,0,1,0,15,4,0,8,0,0,3,3,1,0,49.141332567579255
53,femme,flaneur,centre_commercial,weekend,fin_annee,6,13,1,0,1,24,6,1,13,4,2,3,0,1,1,107.85543606720634
35,femme,flaneur,supermarche,semaine,aucun,3,9,0,0,0,17,7,0,9,1,1,2,1,2,1,69.08577131480384
31,homme,flaneur,hypermarche,semaine,aucun,0,17,0,0,0,17,7,1,5,2,3,2,2,1,2,66.14086483540231
47,homme,rapide,hypermarche,semaine,soldes_hiver,4,13,0,1,0,20,6,1,12,1,0,2,3,1,1,64.35954988573815
19,femme,rapide,boutique,semaine,aucun,3,12,0,0,0,19,5,1,11,3,1,2,0,2,0,36.33496947365969
30,femme,flaneur,centre_commercial,weekend,aucun,5,14,1,0,0,18,7,0,6,2,2,3,3,1,1,97.40736671119427
44,homme,normal,supermarche,weekend,aucun,5,13,1,0,0,18,4,1,12,1,0,2,3,0,0,53.32217131879887
69,femme,normal,centre_commercial,semaine,aucun,4,9,0,0,0,32,7,0,19,2,1,3,4,1,2,97.77331832161067
34,femme,rapide,boutique,semaine,aucun,2,10,0,0,0,18,6,1,9,3,2,1,2,0,1,35.50169054170343
48,femme,normal,hypermarche,weekend,aucun,5,12,1,0,0,16,6,1,8,2,1,0,2,2,1,57.732665270137986
32,femme,normal,boutique,semaine,aucun,0,16,0,0,0,27,5,0,14,6,1,4,0,2,0,62.67996285377268
37,femme,flaneur,hypermarche,semaine,aucun,3,13,0,0,0,21,4,1,11,4,0,0,4,0,2,73.20084767286119
22,femme,methodique,hypermarche,semaine,soldes_ete,0,15,0,1,0,30,5,1,18,5,0,2,4,0,1,91.23364671410846
24,femme,normal,supermarche,semaine,aucun,2,10,0,0,0,22,5,1,7,7,2,3,0,0,3,54.37374816530739
35,homme,normal,hypermarche,semaine,aucun,0,16,0,0,0,15,3,0,9,4,0,0,2,0,0,52.21623779333317
28,femme,flaneur,supermarche,semaine,black_friday,0,13,0,1,0,26,6,0,15,1,1,3,3,0,3,90.9301544746525
49,homme,normal,supermarche,semaine,fin_annee,1,12,0,0,1,23,6,1,12,3,1,4,1,2,0,74.83199803311831
67,homme,normal,supermarche,semaine,fin_annee,0,17,0,0,1,26,7,0,15,3,2,2,2,1,1,83.27288650921034
44,femme,methodique,supermarche,semaine,rentree,4,14,0,0,1,22,4,1,12,3,0,6,0,1,0,65.93391587866444
43,homme,flaneur,supermarche,semaine,aucun,3,12,0,0,0,21,5,0,13,4,0,1,0,2,1,87.58095171505579
54,femme,methodique,hypermarche,semaine,soldes_hiver,1,16,0,1,0,14,5,0,8,1,0,1,0,1,3,71.97447609803534
62,homme,normal,supermarche,semaine,aucun,3,11,0,0,0,22,7,1,9,2,3,4,1,2,1,46.73990119166697
45,femme,normal,boutique,semaine,soldes_hiver,3,18,0,1,0,20,6,1,9,4,3,0,1,2,1,57.97791546045886
67,femme,flaneur,supermarche,semaine,aucun,2,10,0,0,0,23,7,1,14,4,1,1,1,1,1,58.393251856936445
19,femme,rapide,hypermarche,semaine,soldes_ete,2,15,0,1,0,16,4,0,11,0,1,3,1,0,0,56.54212976789002
37,homme,flaneur,supermarche,semaine,aucun,1,20,0,0,0,17,6,1,7,5,1,2,1,0,1,56.027625456250384
21,homme,rapide,supermarche,weekend,aucun,5,12,1,0,0,18,5,0,12,2,0,2,1,0,1,52.999670224697816
30,homme,flaneur,supermarche,weekend,paques,6,12,1,0,1,16,6,0,8,1,0,3,2,1,1,99.49045367499997
41,femme,normal,hypermarche,semaine,aucun,2,18,0,0,0,22,5,0,13,5,0,1,2,0,1,78.00079210071763
65,homme,rapide,centre_commercial,weekend,aucun,6,17,1,0,0,13,6,0,6,2,1,1,2,1,0,68.1091224624185
55,femme,normal,supermarche,semaine,aucun,2,10,0,0,0,19,5,1,8,4,5,1,1,0,0,61.20845644461534
57,homme,normal,supermarche,semaine,aucun,2,9,0,0,0,12,5,1,7,2,1,1,0,1,0,25.81773786534481
65,femme,normal,supermarche,semaine,aucun,3,15,0,0,0,24,6,1,13,3,0,2,3,1,2,50.28921921518366
62,femme,normal,centre_commercial,semaine,black_friday,1,20,0,1,0,23,5,0,14,2,0,3,1,3,0,97.22871551832736
46,femme,flaneur,centre_commercial,semaine,aucun,3,16,0,0,0,17,6,1,8,3,1,1,2,2,0,74.9947919717122
53,femme,normal,supermarche,semaine,aucun,4,11,0,0,0,22,5,1,15,1,1,4,1,0,0,46.83975254133904
19,homme,normal,supermarche,semaine,aucun,3,10,0,0,0,23,6,0,10,2,2,4,3,2,0,57.23419670736971
58,femme,rapide,boutique,weekend,soldes_ete,6,12,1,1,0,22,5,1,9,3,5,3,2,0,0,60.13590870688925
35,homme,methodique,supermarche,weekend,paques,6,10,1,0,1,32,6,0,22,5,0,2,1,1,1,109.95553226386444
66,femme,rapide,hypermarche,semaine,soldes_hiver,4,20,0,1,0,19,5,1,11,5,1,0,1,1,0,70.67127058080901
25,homme,normal,supermarche,semaine,noel,0,10,0,0,1,15,5,1,9,1,0,1,0,1,3,52.02969616062275
32,femme,flaneur,hypermarche,semaine,black_friday,0,13,0,1,0,19,5,1,11,2,0,3,2,0,1,80.45263079570975
58,femme,normal,boutique,semaine,rentree,4,18,0,0,1,22,7,1,9,6,1,1,3,1,1,74.15671677496282
34,homme,normal,boutique,semaine,soldes_hiver,4,13,0,1,0,24,7,1,9,2,1,1,6,3,2,52.31172924270959
40,femme,normal,centre_commercial,semaine,aucun,3,16,0,0,0,12,6,0,5,2,0,1,1,1,2,79.02958040066792
19,femme,flaneur,hypermarche,semaine,soldes_hiver,4,17,0,1,0,19,5,0,12,2,0,0,2,2,1,112.60191939305871
23,homme,normal,hypermarche,semaine,aucun,1,10,0,0,0,24,6,1,14,4,0,1,2,2,1,61.61969885917256
46,homme,flaneur,supermarche,semaine,noel,0,9,0,0,1,15,5,0,7,3,2,2,1,0,0,83.5872489243821
44,femme,flaneur,boutique,semaine,rentree,0,11,0,0,1,19,5,1,12,2,2,1,2,0,0,80.9130334068209
54,femme,normal,centre_commercial,weekend,noel,5,14,1,0,1,24,5,1,11,2,0,5,4,2,0,100.43253221156057
66,homme,flaneur,hypermarche,semaine,rentree,4,13,0,0,1,23,6,1,13,3,1,3,2,0,1,95.47196701406278
51,femme,normal,supermarche,semaine,aucun,2,16,0,0,0,20,6,1,8,3,4,2,2,1,0,47.70066633465491
35,femme,normal,hypermarche,semaine,aucun,2,16,0,0,0,12,7,1,2,3,1,1,2,1,2,62.90218836983432
59,femme,normal,boutique,semaine,aucun,4,10,0,0,0,29,5,1,22,2,0,3,1,1,0,61.78481989515814
27,homme,methodique,hypermarche,semaine,black_friday,1,17,0,1,0,19,7,1,6,3,1,3,1,3,2,68.37445631657248
55,homme,normal,supermarche,semaine,paques,2,12,0,0,1,22,6,1,10,1,0,3,6,1,1,90.04233934829713
61,femme,normal,supermarche,weekend,soldes_hiver,5,9,1,1,0,18,6,0,8,6,1,1,1,0,1,83.8264258347453
34,femme,normal,supermarche,weekend,noel,6,10,1,0,1,24,6,0,12,2,1,4,4,1,0,97.51767094236263
30,femme,normal,boutique,semaine,noel,4,19,0,0,1,26,5,0,12,4,0,3,4,0,3,80.13614018319859
69,homme,rapide,boutique,semaine,black_friday,1,14,0,1,0,16,4,1,11,2,1,2,0,0,0,52.306116427221134
65,femme,normal,boutique,semaine,rentree,1,13,0,0,1,21,5,1,12,4,1,0,2,2,0,54.15952778503038
59,femme,normal,centre_commercial,semaine,soldes_ete,3,20,0,1,0,20,5,1,14,2,0,2,1,0,1,63.57273757301304
44,homme,normal,hypermarche,semaine,soldes_hiver,1,15,0,1,0,20,7,0,7,2,2,1,5,2,1,89.08648006719444
19,femme,normal,hypermarche,semaine,aucun,2,17,0,0,0,14,6,0,5,2,3,0,1,1,2,51.85111387822352
51,homme,normal,hypermarche,weekend,soldes_hiver,6,14,1,1,0,28,6,1,12,6,3,2,3,0,2,95.33801526921744
48,femme,flaneur,centre_commercial,semaine,aucun,2,14,0,0,0,23,5,1,9,8,3,0,0,2,1,91.61261098077918
40,femme,methodique,hypermarche,semaine,aucun,4,10,0,0,0,17,6,0,10,3,0,1,1,1,1,69.83471265094745
24,femme,normal,hypermarche,weekend,paques,6,15,1,0,1,20,5,1,8,6,0,2,1,3,0,83.27153746894872
55,homme,rapide,supermarche,semaine,aucun,4,10,0,0,0,28,6,1,15,5,3,2,2,1,0,38.74563524648916
50,homme,methodique,supermarche,semaine,fin_annee,1,15,0,0,1,28,6,0,13,3,0,3,3,1,5,89.25746266000142
29,homme,flaneur,centre_commercial,weekend,aucun,5,16,1,0,0,20,7,0,10,5,1,1,1,1,1,96.77954138326136
62,femme,normal,boutique,semaine,aucun,0,20,0,0,0,19,5,1,10,5,0,1,2,0,1,55.98710572985547
29,homme,rapide,hypermarche,weekend,aucun,6,9,1,0,0,17,5,0,11,1,1,0,0,3,1,64.26601760993258
36,femme,rapide,supermarche,semaine,aucun,3,17,0,0,0,19,6,0,4,7,1,2,4,0,1,37.101199378765
26,femme,rapide,boutique,semaine,aucun,0,16,0,0,0,27,7,0,12,3,3,4,2,2,1,69.57017031810629
27,homme,rapide,centre_commercial,semaine,aucun,1,17,0,0,0,27,7,1,15,2,2,3,3,1,1,78.03900225835474
34,femme,methodique,hypermarche,semaine,aucun,1,13,0,0,0,26,6,0,12,1,0,3,5,2,3,80.21580910003014
67,femme,normal,hypermarche,semaine,aucun,0,12,0,0,0,11,5,0,4,2,1,3,0,0,1,57.80340604280941
57,femme,normal,hypermarche,semaine,aucun,3,9,0,0,0,26,7,1,17,2,3,1,1,1,1,70.86742585598924
56,femme,flaneur,hypermarche,weekend,noel,6,17,1,0,1,14,6,0,7,1,1,0,2,1,2,117.1196253220722
58,femme,flaneur,centre_commercial,weekend,aucun,6,12,1,0,0,25,6,1,13,2,2,3,3,0,2,110.16693218201
27,homme,flaneur,supermarche,semaine,soldes_ete,0,12,0,1,0,22,5,1,16,1,1,2,0,2,0,77.91357684554038
29,femme,methodique,supermarche,semaine,noel,4,12,0,0,1,14,5,1,5,4,1,0,3,0,1,68.16606257575712
32,homme,normal,supermarche,semaine,aucun,2,10,0,0,0,24,7,1,11,4,2,4,1,1,1,48.55684055280035
48,homme,methodique,supermarche,weekend,black_friday,5,20,1,1,0,24,6,1,10,4,2,0,4,2,2,83.22599905259166
32,femme,flaneur,supermarche,semaine,noel,4,19,0,0,1,23,6,1,14,1,2,2,3,1,0,94.95002848413317
45,femme,rapide,supermarche,weekend,noel,6,12,1,0,1,19,6,0,8,2,3,1,4,1,0,77.59834150983323
21,femme,normal,supermarche,semaine,aucun,2,10,0,0,0,25,5,0,12,7,0,3,2,1,0,69.34087210644262
53,homme,normal,supermarche,weekend,noel,5,16,1,0,1,14,7,1,6,1,1,2,1,1,2,62.21746156090094
18,femme,methodique,supermarche,weekend,rentree,5,15,1,0,1,23,6,1,13,4,1,2,1,2,0,100.2456199486802
61,homme,normal,supermarche,weekend,aucun,5,19,1,0,0,23,6,1,11,3,5,1,2,1,0,72.86597259055223
51,femme,normal,hypermarche,semaine,aucun,1,18,0,0,0,20,6,0,7,5,1,1,4,2,0,67.10767704924619
64,homme,rapide,hypermarche,weekend,aucun,5,10,1,0,0,16,5,1,7,3,2,0,2,2,0,57.93995617027437
34,femme,normal,supermarche,semaine,noel,3,10,0,0,1,18,5,1,10,4,1,2,0,1,0,59.17047423206411
56,femme,rapide,hypermarche,semaine,aucun,0,10,0,0,0,16,6,0,6,4,2,0,2,1,1,50.30985345733859
55,homme,normal,boutique,weekend,noel,6,9,1,0,1,21,6,0,11,2,2,3,0,1,2,92.089375962026
61,homme,flaneur,boutique,semaine,aucun,3,14,0,0,0,19,7,0,5,4,1,1,2,3,3,67.63722301135631
68,femme,normal,supermarche,semaine,paques,0,14,0,0,1,23,6,0,15,2,1,2,2,1,0,73.06195827602834
50,homme,normal,centre_commercial,semaine,aucun,4,9,0,0,0,19,5,1,13,2,0,2,0,1,1,68.03504134622926
38,femme,normal,supermarche,semaine,aucun,4,19,0,0,0,13,4,0,7,2,0,2,2,0,0,41.279951235634634
43,homme,rapide,supermarche,semaine,soldes_ete,0,9,0,1,0,12,6,0,3,1,0,2,3,2,1,64.22186634881677
63,homme,normal,supermarche,semaine,aucun,3,14,0,0,0,18,4,0,9,5,2,0,0,0,2,44.567469450196185
53,femme,rapide,supermarche,semaine,aucun,0,19,0,0,0,16,6,1,8,3,1,1,1,2,0,30.603171664549777
22,femme,normal,hypermarche,weekend,aucun,5,14,1,0,0,23,6,0,10,2,2,4,2,0,3,81.43802132190638
50,femme,rapide,hypermarche,semaine,aucun,1,12,0,0,0,16,5,1,7,2,0,3,2,0,2,38.72885060107594
18,homme,rapide,centre_commercial,weekend,black_friday,6,11,1,1,0,25,6,0,8,6,0,2,5,3,1,81.08117993008926
23,homme,normal,supermarche,semaine,rentree,4,17,0,0,1,23,6,1,12,6,1,2,1,0,1,72.19801058809689
54,femme,normal,supermarche,weekend,aucun,6,14,1,0,0,24,6,1,9,8,1,3,0,2,1,50.06267117880118
19,femme,rapide,supermarche,semaine,aucun,1,9,0,0,0,27,5,1,9,3,0,6,7,0,2,36.10562190917719
22,homme,normal,supermarche,weekend,aucun,5,11,1,0,0,19,4,1,11,3,0,0,4,1,0,47.96368647350994
43,homme,flaneur,boutique,weekend,noel,5,9,1,0,1,14,6,0,8,1,1,0,1,2,1,91.81698363949165
58,homme,flaneur,centre_commercial,semaine,aucun,4,11,0,0,0,12,4,1,7,1,0,0,3,1,0,68.36909206409923
68,femme,rapide,boutique,semaine,aucun,4,10,0,0,0,16,6,1,9,2,1,2,1,0,1,32.58264491310988
64,femme,normal,hypermarche,weekend,aucun,5,13,1,0,0,18,4,1,11,1,2,0,4,0,0,60.447384910870454
30,femme,normal,hypermarche,semaine,noel,2,11,0,0,1,18,4,0,12,3,0,2,0,1,0,67.70279975898632
29,homme,rapide,supermarche,weekend,aucun,6,15,1,0,0,14,3,0,6,5,0,0,3,0,0,48.84050648500831
22,femme,flaneur,hypermarche,semaine,paques,1,16,0,0,1,22,5,1,12,3,2,2,3,0,0,91.92124358618581
19,homme,methodique,hypermarche,weekend,aucun,6,15,1,0,0,22,6,1,13,4,1,1,2,0,1,72.70486080262798
21,femme,flaneur,centre_commercial,semaine,aucun,1,10,0,0,0,20,6,1,9,1,3,0,2,2,3,95.19180941575266
44,homme,flaneur,hypermarche,semaine,aucun,2,18,0,0,0,18,6,1,10,2,1,3,1,0,1,69.86584739298101
67,homme,flaneur,supermarche,semaine,aucun,3,18,0,0,0,22,7,0,10,2,1,2,4,1,2,74.24137571544962
27,homme,normal,centre_commercial,semaine,aucun,1,15,0,0,0,16,6,1,7,1,2,0,3,2,1,51.917059545581075
30,femme,normal,centre_commercial,weekend,aucun,6,18,1,0,0,14,6,1,5,2,0,3,1,2,1,78.65752948602508
61,femme,flaneur,hypermarche,semaine,aucun,0,11,0,0,0,20,6,0,8,5,1,1,0,3,2,60.140157626819295
19,femme,normal,hypermarche,weekend,aucun,5,15,1,0,0,20,6,1,12,2,1,2,0,2,1,65.44285614881805
43,homme,normal,supermarche,weekend,aucun,5,9,1,0,0,20,5,1,10,1,0,2,4,0,3,58.63265699068268
32,homme,normal,hypermarche,semaine,fin_annee,2,10,0,0,1,20,5,1,10,4,1,2,0,3,0,72.61725721967618
63,homme,flaneur,supermarche,semaine,aucun,1,20,0,0,0,20,5,0,14,0,1,3,1,0,1,80.88865384967846
27,homme,rapide,supermarche,semaine,soldes_ete,3,18,0,1,0,13,5,0,5,1,0,4,2,1,0,54.98455698191432
39,homme,normal,hypermarche,semaine,aucun,1,9,0,0,0,19,7,0,11,2,1,1,2,1,1,61.58590584566494
57,femme,methodique,supermarche,weekend,aucun,5,17,1,0,0,19,5,0,7,4,1,5,2,0,0,59.982957667744856
42,homme,flaneur,centre_commercial,semaine,aucun,4,10,0,0,0,23,6,0,9,4,1,0,3,2,4,95.67282196556779
32,femme,methodique,centre_commercial,semaine,aucun,0,10,0,0,0,23,5,0,12,5,2,0,3,1,0,80.89217489195669
30,femme,normal,supermarche,semaine,aucun,2,14,0,0,0,21,6,0,11,4,1,3,1,0,1,44.13605625167803
25,homme,rapide,centre_commercial,semaine,aucun,4,15,0,0,0,17,5,1,9,2,2,0,2,0,2,41.30823651833117
38,femme,flaneur,hypermarche,weekend,noel,6,10,1,0,1,17,6,0,7,3,2,3,1,0,1,96.51271639866445
38,femme,normal,supermarche,semaine,aucun,3,12,0,0,0,22,5,1,12,6,0,2,1,0,1,41.476537873463386
39,homme,normal,hypermarche,semaine,aucun,4,11,0,0,0,23,5,0,12,4,0,5,1,1,0,61.088659356052304
63,femme,normal,hypermarche,weekend,aucun,6,13,1,0,0,22,7,0,12,1,2,3,1,2,1,85.41570393535812
50,homme,normal,hypermarche,semaine,soldes_ete,4,17,0,1,0,19,6,0,9,2,1,3,2,0,2,79.96751575596431
62,femme,normal,boutique,semaine,noel,3,10,0,0,1,22,7,1,8,6,2,2,2,1,1,75.00052857444116
44,femme,normal,hypermarche,semaine,aucun,4,13,0,0,0,14,5,0,8,2,1,2,0,0,1,57.21363334184295
57,femme,normal,boutique,semaine,aucun,2,16,0,0,0,18,4,0,8,2,0,5,0,3,0,37.89753708721525
67,femme,flaneur,hypermarche,weekend,aucun,5,14,1,0,0,20,6,1,11,1,0,2,4,1,1,72.62413652908876
39,homme,normal,supermarche,semaine,aucun,1,12,0,0,0,20,5,1,9,3,0,2,5,0,1,39.89276633608215
47,femme,normal,hypermarche,semaine,soldes_hiver,4,18,0,1,0,21,4,0,12,3,0,3,3,0,0,86.69065122936377
26,homme,normal,supermarche,semaine,soldes_ete,2,16,0,1,0,32,7,1,16,3,2,3,6,1,1,73.4090984520061
62,femme,normal,hypermarche,semaine,aucun,1,11,0,0,0,25,5,1,15,4,0,1,3,2,0,65.25725369367991
52,homme,methodique,hypermarche,weekend,aucun,6,12,1,0,0,21,7,0,6,3,1,3,2,1,5,91.14043039479888
35,homme,rapide,hypermarche,semaine,soldes_ete,1,19,0,1,0,23,6,1,10,2,1,1,3,6,0,87.6750407473171
59,homme,flaneur,supermarche,weekend,aucun,6,17,1,0,0,20,5,0,8,3,0,5,2,0,2,96.54738547419228
22,femme,normal,hypermarche,semaine,aucun,4,13,0,0,0,14,7,0,4,4,1,1,2,1,1,57.10224285122312
44,femme,normal,supermarche,semaine,noel,2,14,0,0,1,20,6,1,10,3,0,1,3,1,2,56.02169841297624
23,femme,rapide,hypermarche,weekend,aucun,5,20,1,0,0,18,4,1,9,5,0,2,0,2,0,50.224538876079855
49,homme,normal,centre_commercial,semaine,aucun,4,19,0,0,0,20,6,1,12,0,1,1,2,2,2,74.12017196926872
25,femme,normal,boutique,weekend,aucun,6,10,1,0,0,25,7,0,10,4,2,2,4,2,1,75.3967405654562
56,femme,normal,supermarche,semaine,soldes_ete,3,17,0,1,0,20,7,1,8,5,2,1,1,1,2,70.54237337077569
38,homme,normal,hypermarche,semaine,aucun,1,16,0,0,0,20,4,1,14,1,0,3,2,0,0,48.64993059148393
35,femme,flaneur,hypermarche,semaine,fin_annee,4,15,0,0,1,25,6,0,14,3,4,1,2,1,0,117.78130129037143
31,homme,flaneur,boutique,weekend,noel,6,17,1,0,1,23,6,1,15,2,0,2,2,1,1,102.94751108591673
32,femme,normal,hypermarche,semaine,aucun,1,13,0,0,0,15,6,1,4,4,2,1,2,2,0,50.198570634572505
59,femme,normal,supermarche,weekend,aucun,6,13,1,0,0,18,7,1,8,3,1,1,3,1,1,69.13674322179541
43,homme,normal,hypermarche,semaine,aucun,2,19,0,0,0,19,6,0,8,4,0,3,2,1,1,68.12811553090039
61,femme,methodique,hypermarche,semaine,aucun,0,19,0,0,0,15,5,0,8,1,2,3,0,1,0,79.6658038920184
49,homme,normal,centre_commercial,semaine,rentree,4,17,0,0,1,16,5,0,7,0,0,1,5,1,2,88.57226075586146
56,femme,normal,centre_commercial,weekend,soldes_ete,5,19,1,1,0,28,5,1,15,3,0,4,4,2,0,97.53668242595673
45,femme,normal,supermarche,semaine,aucun,4,13,0,0,0,15,6,1,4,5,1,3,1,0,1,44.06941859305707
